,Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
579,580,MAHARASHTRA,THANE CITY,KASARWADAWALI,2023,2,03-01-2023 20:48,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 177,184;"
580,581,MAHARASHTRA,THANE CITY,KASARWADAWALI,2023,1,01-01-2023 02:49,"Maharashtra Darubandi Act, 1979 - 65 (E);"
581,582,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,41,01-02-2023 03:45,"Gungic drug dedicated psychological results, 1975 - 20 (b), 8 (c);"
582,583,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,40,01-02-2023 00:36,Indian Penal Code 180 - 379;
583,584,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,39,31-01-2023 21:40,"Indian Penal Code 180 - 37,620;"
584,585,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,38,31-01-2023 17:50,Indian Penal Code 180 - 373;
585,586,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,37,31-01-2023 15:47,Indian Penal Code 180 - 373;
586,587,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,36,27-01-2023 15:28,"Mahiti Tantra Gyan (Reform) Act 2007 - 66C, 66D;"
587,588,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,35,26-01-2023 16:43,"Indian Penal Code 180 - 326,507,507;"
588,589,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,34,26-01-2023 12:36,Indian Penal Code 180 - 379;
589,590,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,33,25-01-2023 02:15,"Maharashtra Darubandi Act, 1979 - 68;"
590,591,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,32,25-01-2023 01:14,Gungikar drug deeds and psychiatrics
591,592,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,31,25-01-2023 00:54,"Indian Penal Code 180 - 242,263,326; Food Protection Anani Manke Act 2007 - 26 (2) (i), 26 (2), 27 (3), 30 (E), 30 (2) (A), 59;"
592,593,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,30,24-01-2023 17:07,Indian Penal Code 180 - 243;
593,594,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,29,24-01-2023 16:34,"Indian Penal Code 180 - 37,620;"
594,595,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,28,24-01-2023 15:55,Indian Penal Code 180 - 243;
595,596,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,27,24-01-2023 12:29,Indian Penal Code 180 - 379;
596,597,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,26,23-01-2023 19:35,"Indian Penal Code 180 - 306,37;"
597,598,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,25,23-01-2023 14:09,Indian Penal Code 180 - 379;
598,599,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,24,21-01-2023 00:39,"Indian Penal Code 180 - 323,326,507;"
599,600,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,23,16-01-2023 15:15,"Indian Penal Code 180 - 370, 656,656;"
600,601,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,22,16-01-2023 14:21,"Indian Penal Code 180 - 607,620;"
601,602,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,20,14-01-2023 21:28,Indian Penal Code 180 - 373;
602,603,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,19,14-01-2023 13:51,Indian Penal Code 180 - 379;
603,604,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,18,12-01-2023 18:50,Indian Penal Code 180 - 379;
604,605,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,17,12-01-2023 14:38,Indian Penal Code 180 - 373;
605,606,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,14,10-01-2023 01:51,Indian Penal Code 180 - 14;
606,607,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,13,09-01-2023 20:25,Indian Penal Code 180 - 373;
607,608,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,12,09-01-2023 14:57,Indian Penal Code 180 - 379;
608,609,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,11,08-01-2023 20:46,"Indian Penal Code 180 - 37,392;"
609,610,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,10,08-01-2023 15:07,Indian Penal Code 180 - 373;
610,611,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,8,07-01-2023 22:03,"Indian Penal Code 180 - 37,392;"
611,612,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,7,06-01-2023 17:42,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
612,613,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,6,05-01-2023 20:52,"Indian Penal Code 180 - 375,507,507;"
613,614,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,4,05-01-2023 11:50,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
614,615,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,3,04-01-2023 19:17,"Indian Penal Code 180 - 37,607,620;"
615,616,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,2,03-01-2023 20:42,"Indian Penal Code 180 - 120 -B, 620, 65,66,61,61,507,507; Scheduled Circumstantial Scheduled Jamaati (Atrocities Restraint) Act, 1979 - 3 (F), 3 (1) (G), 3 (1) (Q), 3 (1), 3 (R), 3 (2), ( Five);"
616,617,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,1,03-01-2023 17:15,Indian Penal Code 180 - 379;
617,618,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,88,01-02-2023 01:21,Gungikar drug deeds and psychiatrics
618,619,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,87,01-02-2023 01:05,Gungikar drug deeds and psychiatrics
619,620,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,86,01-02-2023 00:48,Gungikar drug deeds and psychiatrics
620,621,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,85,31-01-2023 23:32,Gungikar drug deeds and psychiatrics
621,622,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,84,31-01-2023 23:15,Gungikar drug deeds and psychiatrics
622,623,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,83,31-01-2023 16:58,Indian Penal Code 180 - 326;
623,624,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,82,31-01-2023 15:35,"Indian Penal Code 180 - 371,626,507,507;"
624,625,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,81,31-01-2023 02:15,"Indian Penal Code 180 - 323,326,34,507;"
625,626,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,80,31-01-2023 00:44,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
626,627,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,79,30-01-2023 20:36,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
627,628,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,78,30-01-2023 19:27,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
628,629,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,77,30-01-2023 18:28,Indian Penal Code 180 - 326;
629,630,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,76,30-01-2023 13:55,Mahiti Tantra Gyan (Reform) Act 2007 - 66e;
630,631,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,74,29-01-2023 18:19,"Indian Penal Code 180 - 249, 337,337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
631,632,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,73,29-01-2023 00:23,"Indian Penal Code 180 - 323,326,507;"
632,633,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,72,28-01-2023 21:53,"Indian Penal Code 180 - 37,375;"
633,634,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,70,27-01-2023 01:24,"Mumbai Darubandi Act, 1979 - 65;"
634,635,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,69,25-01-2023 02:46,"Maharashtra Police Act, 1951 - 135,37 (1);"
635,636,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,68,25-01-2023 02:35,"Maharashtra Police Act, 1951 - 142;"
636,637,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,67,25-01-2023 02:23,"Mumbai Darubandi Act, 1979 - 65;"
637,638,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,66,25-01-2023 02:10,Gungikar drug deeds and psychiatrics
638,639,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,65,25-01-2023 01:33,"Mahiti Tantra Gyan Act, 2000 - 66 (c), 6 (E);"
639,640,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,63,24-01-2023 19:54,Indian Penal Code 180 - 379;
640,641,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,61,24-01-2023 14:24,"Indian Penal Code 180 - 323,326,34;"
641,642,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,60,22-01-2023 23:23,"Indian Penal Code 180 - 249, 334; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
642,643,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,59,22-01-2023 16:18,"Indian Penal Code 180 - 323,325,507,507;"
643,644,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,58,21-01-2023 19:32,"Corruption Restrictive Act, 1979 - 7;"
644,645,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,57,21-01-2023 16:27,"Maharashtra Police Act, 1951 - 142;"
645,646,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,55,19-01-2023 22:54,Indian Penal Code 180 - 379;
646,647,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,54,19-01-2023 22:35,"Indian Penal Code 180 - 656,656,60;"
647,648,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,53,19-01-2023 19:45,Indian Penal Code 180 - 379;
648,649,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,52,19-01-2023 01:09,Indian Penal Code 180 - 379;
649,650,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,51,19-01-2023 00:33,"Maharashtra Police Act, 1951 - 135,37 (1);"
650,651,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,50,18-01-2023 20:58,Indian Penal Code 180 - 379;
651,652,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,49,17-01-2023 22:18,"Indian Penal Code 180 - 323,326,34;"
652,653,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,48,17-01-2023 20:28,Indian Penal Code 180 - 243;
653,654,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,47,17-01-2023 20:08,Indian Penal Code 180 - 243;
654,655,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,46,17-01-2023 19:12,Indian Penal Code 180 - 243;
655,656,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,45,17-01-2023 12:20,Indian Penal Code 180 - 243;
656,657,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,44,16-01-2023 19:59,Indian Penal Code 180 - 379;
657,658,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,43,16-01-2023 13:45,Indian Penal Code 180 - 379;
658,659,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,42,15-01-2023 23:08,"Indian Penal Code 180 - 323,326,507,507;"
659,660,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,41,15-01-2023 22:26,"Indian Penal Code 180 - 323,326,507,507;"
660,661,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,39,15-01-2023 16:06,Indian Penal Code 180 - 373;
661,662,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,37,14-01-2023 02:17,Indian Penal Code 180 - 379;
662,663,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,36,13-01-2023 19:20,"Indian Penal Code 180 - 249, 337,337; Motar Vehicle Act, 1956 - 134,134B, 184;"
663,664,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,35,13-01-2023 14:05,Indian Penal Code 180 - 360;
664,665,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,34,11-01-2023 22:53,Indian Penal Code 180 - 379;
665,666,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,32,10-01-2023 14:46,"Indian Penal Code 180 - 370, 656,656;"
666,667,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,31,10-01-2023 12:05,Indian Penal Code 180 - 379;
667,668,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,30,10-01-2023 00:56,"Indian Penal Code 180 - 323,326,34,507;"
668,669,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,29,09-01-2023 22:42,"Maharashtra Lot -or (Control and Tax Size) Aani Bakshis Sparded (Tax Size) Act, 1956 - 4; Lottery Regulation Act 1979 - 7 (3), 9 (1);"
669,670,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,28,09-01-2023 20:47,Indian Penal Code 180 - 243;
670,671,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,27,09-01-2023 20:31,Indian Penal Code 180 - 243;
671,672,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,26,09-01-2023 20:19,Indian Penal Code 180 - 243;
672,673,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,25,09-01-2023 20:05,Indian Penal Code 180 - 243;
673,674,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,24,09-01-2023 18:42,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
674,675,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,23,09-01-2023 15:38,"Indian Penal Code 180 - 37,498 -A, 507,507;"
675,676,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,22,08-01-2023 18:04,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
676,677,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,21,08-01-2023 03:22,"Indian Penal Code 180 - 302,34;"
677,678,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,20,07-01-2023 22:30,"Indian Penal Code 180 - 337,37;"
678,679,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,19,06-01-2023 20:32,Indian Penal Code 180 - 373;
679,680,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,18,05-01-2023 20:25,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
680,681,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,17,05-01-2023 20:12,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
681,682,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,16,05-01-2023 19:43,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
682,683,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,15,05-01-2023 19:05,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
683,684,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,14,05-01-2023 17:20,Indian Penal Code 180 - 373;
684,685,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,13,05-01-2023 14:02,Indian Penal Code 180 - 379;
685,686,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,11,04-01-2023 23:04,"Indian Penal Code 180 - 37,620;"
686,687,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,10,04-01-2023 21:24,"Indian Penal Code 180-153-A, 295-A, 37;"
687,688,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,9,04-01-2023 18:25,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
688,689,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,8,03-01-2023 22:12,Indian Penal Code 180 - 243;
689,690,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,7,03-01-2023 21:56,Indian Penal Code 180 - 379;
690,691,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,6,03-01-2023 18:50,Indian Penal Code 180 - 243;
691,692,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,5,03-01-2023 18:18,Indian Penal Code 180 - 243;
692,693,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,4,03-01-2023 17:55,Indian Penal Code 180 - 243;
693,694,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,3,03-01-2023 01:26,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
694,695,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,2,01-01-2023 22:02,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
695,696,MAHARASHTRA,THANE CITY,KON,2023,34,01-02-2023 20:16,Indian Penal Code 180 - 243;
696,697,MAHARASHTRA,THANE CITY,KON,2023,33,01-02-2023 18:45,Indian Penal Code 180 - 243;
697,698,MAHARASHTRA,THANE CITY,KON,2023,32,01-02-2023 18:20,Indian Penal Code 180 - 243;
698,699,MAHARASHTRA,THANE CITY,KON,2023,30,01-02-2023 15:14,Indian Penal Code 180 - 243;
699,700,MAHARASHTRA,THANE CITY,KON,2023,29,01-02-2023 12:39,Indian Penal Code 180 - 243;
700,701,MAHARASHTRA,THANE CITY,KON,2023,28,31-01-2023 21:46,"Maharashtra Darubandi Act, 1979 - 65 (E);"
701,702,MAHARASHTRA,THANE CITY,KON,2023,27,31-01-2023 21:06,Indian Penal Code 180 - 243;
702,703,MAHARASHTRA,THANE CITY,KON,2023,26,31-01-2023 13:03,Indian Penal Code 180 - 243;
703,704,MAHARASHTRA,THANE CITY,KON,2023,25,30-01-2023 22:56,Indian Penal Code 180 - 243;
704,705,MAHARASHTRA,THANE CITY,KON,2023,24,30-01-2023 21:39,"Indian Penal Code 180 - 37,392;"
705,706,MAHARASHTRA,THANE CITY,KON,2023,23,30-01-2023 11:22,Indian Penal Code 180 - 392;
706,707,MAHARASHTRA,THANE CITY,KON,2023,22,30-01-2023 10:45,Indian Penal Code 180 - 326;
707,708,MAHARASHTRA,THANE CITY,KON,2023,21,28-01-2023 19:21,"Indian Penal Code 180 - 249, 624; Motor Vehicle Act, 1979 - 134 (b), 184;"
708,709,MAHARASHTRA,THANE CITY,KON,2023,20,26-01-2023 20:37,Indian Penal Code 180 - 379;
709,710,MAHARASHTRA,THANE CITY,KON,2023,19,25-01-2023 01:32,"Indian Penal Code 180 - 182,16; Maharashtra Police Act, 1951 - 112,117; Maharashtra Darubandi Act, 1979 - 85 (1);"
710,711,MAHARASHTRA,THANE CITY,KON,2023,18,24-01-2023 19:37,Indian Penal Code 180 - 379;
711,712,MAHARASHTRA,THANE CITY,KON,2023,17,23-01-2023 16:10,"Indian Penal Code 180 - 37,392;"
712,713,MAHARASHTRA,THANE CITY,KON,2023,16,23-01-2023 15:37,"Indian Penal Code 180 - 249, 304- A, 337; Motor Vehicle Act, 1979 - 184;"
713,714,MAHARASHTRA,THANE CITY,KON,2023,15,21-01-2023 18:25,"Maharashtra Darubandi Act, 1979 - 65 (E);"
714,715,MAHARASHTRA,THANE CITY,KON,2023,14,21-01-2023 13:39,Indian Penal Code 180 - 379;
715,716,MAHARASHTRA,THANE CITY,KON,2023,13,20-01-2023 22:58,"Indian Penal Code 180 - 324,507;"
716,717,MAHARASHTRA,THANE CITY,KON,2023,12,20-01-2023 22:02,"Indian Penal Code 180 - 323,34,341,507,507;"
717,718,MAHARASHTRA,THANE CITY,KON,2023,11,19-01-2023 16:02,Indian Penal Code 180 - 360;
718,719,MAHARASHTRA,THANE CITY,KON,2023,10,19-01-2023 03:11,"Indian Penal Code 180 - 323,34,341,507,507;"
719,720,MAHARASHTRA,THANE CITY,KON,2023,9,18-01-2023 21:04,"Indian Penal Code 180 - 37,607,620;"
720,721,MAHARASHTRA,THANE CITY,KON,2023,8,17-01-2023 18:25,"Indian Penal Code 180 - 498 -A, 607;"
721,722,MAHARASHTRA,THANE CITY,KON,2023,7,16-01-2023 14:15,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,37 (1);"
722,723,MAHARASHTRA,THANE CITY,KON,2023,6,14-01-2023 15:37,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
723,724,MAHARASHTRA,THANE CITY,KON,2023,5,14-01-2023 00:54,Indian Penal Code 180 - 379;
724,725,MAHARASHTRA,THANE CITY,KON,2023,3,09-01-2023 15:30,"Indian Penal Code 180 - 37,607,620,507,507;"
725,726,MAHARASHTRA,THANE CITY,KON,2023,2,08-01-2023 05:13,Indian Penal Code 180 - 379;
726,727,MAHARASHTRA,THANE CITY,KON,2023,1,07-01-2023 01:43,"Indian Penal Code 180 - 37,37,507,507;"
727,728,MAHARASHTRA,THANE CITY,KOPARI,2023,16,30-01-2023 16:26,Indian Electricity Act (Reform) 2003 - 135;
728,729,MAHARASHTRA,THANE CITY,KOPARI,2023,15,28-01-2023 13:09,"Maharashtra Police Act, 1951 - 142;"
729,730,MAHARASHTRA,THANE CITY,KOPARI,2023,14,28-01-2023 02:00,Indian Penal Code 180 - 373;
730,731,MAHARASHTRA,THANE CITY,KOPARI,2023,13,27-01-2023 17:26,"Maharashtra Police Act, 1951 - 142;"
731,732,MAHARASHTRA,THANE CITY,KOPARI,2023,12,27-01-2023 00:35,"Maharashtra Darubandi Act, 1979 - 65 (E);"
732,733,MAHARASHTRA,THANE CITY,KOPARI,2023,11,24-01-2023 13:46,"Indian Penal Code 180 - 719, 620; Mahiti Tantra Gyan Act, 2000 - 43,66,66 (c), 6 (E);"
733,734,MAHARASHTRA,THANE CITY,KOPARI,2023,10,23-01-2023 18:39,"Maharashtra Police Act, 1951 - 142;"
734,735,MAHARASHTRA,THANE CITY,KOPARI,2023,9,23-01-2023 16:41,Indian Electricity Act (Reform) 2003 - 135;
735,736,MAHARASHTRA,THANE CITY,KOPARI,2023,8,23-01-2023 16:12,Indian Electricity Act (Reform) 2003 - 135;
736,737,MAHARASHTRA,THANE CITY,KOPARI,2023,7,23-01-2023 15:44,Indian Electricity Act (Reform) 2003 - 135;
737,738,MAHARASHTRA,THANE CITY,KOPARI,2023,6,21-01-2023 18:05,"Indian Penal Code 180 - 324,34;"
738,739,MAHARASHTRA,THANE CITY,KOPARI,2023,5,19-01-2023 00:16,"Indian Penal Code 180 - 370,656;"
739,740,MAHARASHTRA,THANE CITY,KOPARI,2023,4,09-01-2023 19:31,"Indian Penal Code 180 - 37,370,656;"
740,741,MAHARASHTRA,THANE CITY,KOPARI,2023,3,06-01-2023 19:15,Indian Penal Code 180 - 379;
741,742,MAHARASHTRA,THANE CITY,KOPARI,2023,2,05-01-2023 13:22,Indian Electricity Act (Reform) 2003 - 135;
742,743,MAHARASHTRA,THANE CITY,KOPARI,2023,1,05-01-2023 12:32,Indian Electricity Act (Reform) 2003 - 135;
743,744,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,58,01-02-2023 16:46,"Indian Penal Code 180 - 324,337;"
744,745,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,57,01-02-2023 14:51,"Indian Penal Code 180 - 37,39,507,507;"
745,746,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,56,31-01-2023 20:51,Gungikar drug deeds and psychiatrics
746,747,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,55,31-01-2023 09:37,"Indian Penal Code 180 - 183,16,149, 323,326,507;"
747,748,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,54,31-01-2023 00:18,"Indian Penal Code 180 - 323,326; Child Justice (Mulanchi Kaji Mudra Protection) Act, 2000 - 23;"
748,749,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,53,30-01-2023 21:28,"Indian Penal Code 180 - 37,392;"
749,750,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,52,30-01-2023 21:08,Indian Penal Code 180 - 379;
750,751,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,51,29-01-2023 22:13,Indian Penal Code 170 - 180;
751,752,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,50,29-01-2023 19:17,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
752,753,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,49,28-01-2023 22:08,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
753,754,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,48,28-01-2023 20:25,"Indian Penal Code 180 - 249, 323,337,507; Motor Vehicle Act, 1979 - 134 (a), 184;"
754,755,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,47,28-01-2023 17:33,"Indian Penal Code 180 - 424,6,511;"
755,756,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,46,28-01-2023 12:40,"Indian Penal Code 180 - 620, 65,68,61;"
756,757,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,45,27-01-2023 17:42,"Indian Penal Code 180 - 249, 337; Motar Vehicle Act, 1956 - 134,134B;"
757,758,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,44,25-01-2023 16:16,Indian Electricity Act (Reform) 2003 - 135;
758,759,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,43,25-01-2023 03:15,"Maharashtra Darubandi Act, 1979 - 65 (E);"
759,760,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,42,25-01-2023 02:44,Gungikar drug deeds and psychiatrics
760,761,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,41,25-01-2023 02:21,"Maharashtra Police Act, 1951 - 135,37 (1);"
761,762,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,40,24-01-2023 09:25,Indian Penal Code 180 - 326;
762,763,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,39,23-01-2023 22:45,"Indian Penal Code 180 - 370, 656,656;"
763,764,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,38,21-01-2023 22:28,Indian Electricity Act (Reform) 2003 - 135;
764,765,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,37,21-01-2023 22:14,Indian Electricity Act (Reform) 2003 - 135;
765,766,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,36,21-01-2023 21:56,Indian Electricity Act (Reform) 2003 - 135;
766,767,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,35,21-01-2023 16:19,Indian Electricity Act (Reform) 2003 - 135;
767,768,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,34,21-01-2023 15:54,Indian Penal Code 180 - 373;
768,769,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,33,20-01-2023 16:35,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (b), 184;"
769,770,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,32,20-01-2023 13:41,Indian Penal Code 180 - 379;
770,771,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,30,19-01-2023 18:07,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
771,772,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,29,19-01-2023 13:31,Indian Penal Code 180 - 379;
772,773,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,28,19-01-2023 01:08,Indian Penal Code 180 - 373;
